location_id,site_id,site_name,latitude,longitude,bio_sample,stream_type,sample_type,ecoregion,basin,area_km2,elev_ft,conductivity,chloride_mg,tp_ug,tn_mg,nitrate_mg,ph,alkalinity,sulfate_mg,tal_ug,tfe_ug,turbidity,watershed_imperv,watershed_developed,riparian_developed,watershed_agric,riparian_agric,watershed_forest,riparian_forest,watershed_wetland,riparian_wetland,watershed_natural,riparian_natural,bankstab_rating,finesed_percent,gravel_percent,silt_rating,embedded_percent
522676,032800000031X,Ball Mountain Brook 3.1,43.0866394,-72.81658936,2019.102,MHG,KN,58,VT11,40.5216,1043,71.3,15.5,8,0.05,0.025,6.83,6.21,2.715,23.87,25,0.3,0.215351812,2.97841196,7.173420589,0.297619,1.157815253,93.3092077,79.43619431,2.8695802,11.70400201,96.7239622,91.66876416,2,4,6,2,30
501213,032804000022X,North Branch Ball Mountain Brook 2.2,43.09806061,-72.85944366,2017.063,SHG,KN,58,VT11,24.6105,1495,314.2,66,9.69,0.23,0.1,7.24,31,3.44,27.139,131.116,0.52,3.527043335,18.4750388,19.4199229,0.5631742,0.7566204,78.5669846,70.2080707,1.8723717,8.6696093,80.9617867,79.8234555,3,4,11,3,35
501565,212600000089X,East Branch Passumpsic River 8.9,44.64044189,-71.89285278,2010.058,MHG,KN,58,VT15,131.931,960,114.2333333,2.987333333,11.69333333,0.19,0.09,8.03,45.9,4.776666667,42.86,57.6,0.893333333,0.271350528,2.981785629,3.477310481,0.950269475,0.8420106,89.4185091,76.102325,5.687291,19.3983777,96.06795,95.6806744,4,5,21,2.333333333,14.83333333
501218,032804060012X,Pinnacle Brook 1.2,43.11024094,-72.85443878,2003.073,SHG,KN,58,VT11,1.3923,1719,16.4,0.47,8,0.05,0.12,6.51,2.9,3.3,NA,50,0.23,0.078862314,2.00387824,7.692307,0,0,97.657776,88.034187,0.3232062,4.273505,97.9961142,92.307692,5,0,15,1,2.5
515750,280200000042X,East Branch Nulhegan River 4.2,44.82009888,-71.67241669,2017.06,MHG,KN,58,VT16,76.2444,1112,35,1,9.1,0.21,0.07,6.86,12,2.88,69.861,114.621,0.5,0.066776052,1.226450831,2.5489226,0,0,92.858755,76.0894632,3.248500409,21.16428593,98.77354971,97.45108513,4,0,8,2,20
501222,032804080009X,Kidder Brook 0.9,43.09167862,-72.87832642,2008.052,SHG,KN,58,VT11,4.1211,1749,17.8,1,4.871428571,0.098571429,0.040833333,6.554285714,1.374285714,3.627142857,87.90783333,25,0.261428571,0,1.157458,0,0,0,98.00918,99.9999943,0,0,98.84254732,99.9999943,3.428571429,1.571428571,9.714285714,2.142857143,6.428571429
501230,032804140008X,Styles Brook 0.8,43.10958099,-72.88655853,2010.089,SHG,KN,58,VT11,1.9611,1712,487.9857143,105.9142857,6.855,0.323333333,0.201666667,7.518571429,35.41428571,16.07333333,45.8665,66.122,0.638333333,6.966498394,25.5162915,27.692302,0,0,77.0506866,72.307689,0.04589261,0,74.48370961,72.307689,2.857142857,7.571428571,17.85714286,3.714285714,40
501233,032804240004X,Stratton Pond Trib 1 0.4,43.12036133,-72.90184021,2008.053,SHG,KN,58,VT11,0.711,1734,784.3333333,184.8333333,8.293333333,0.213333333,0.11,7.226666667,55,4.753333333,79.95,1225,2.603333333,18.13544304,60.253162,83.132533,0,0,35.076527,16.867471,0,0,39.746835,16.867471,3.5,8.5,31,5.25,52.5
501235,032804250001X,Stratton Pond Trib 2 0.1,43.12221909,-72.90110779,2017.08,SHG,KN,58,VT11,2.8386,1712,558.9,106,6.33,0.41,0.23,7.37,51,4.26,9.9,134.289,0.49,3.777603513,32.02282517,57.8947374,0.2219404,0.3508772,69.06269061,41.754388,0.09511731,0,67.75523491,41.754388,3,4,23,4,20
501244,032813000007X,Bear Creek 0.7,43.06170273,-72.8854599,2018.035,SHG,KN,58,VT11,2.6235,1705,12.05,1,6.645,0.14,0.05,6.205,1.985,2.824,72.875,25,0.1,0.001372213,0.102916,0,0,0,100,100.000004,0,0,99.8970773,100.000004,3,0.5,15.5,1.5,8.5
501246,032816000001X,Ball Mountain Brook Trib 16 0.1,43.05316162,-72.89115143,2004.152,SHG,KN,58,VT11,3.0798,1690,33.5,5.2,NA,NA,NA,6.09,1.1,NA,NA,NA,0.2,0.201344243,2.0455871,5.283019,0,0,97.8754377,94.716988,0.02922268,0,97.95441618,94.716988,2,5,15,4,37.5
501247,033000000009X,Cobb Brook 0.9,43.1371994,-72.76277924,2010.092,SHG,KN,58,VT11,13.5369,1319,38.55,1,8.59,0.11,0.025,7.175,11.8,5.015,13,25,0.39,0.095405891,2.22059745,1.487779,3.197926,6.907545,94.24981654,91.498408,0,0,94.581476,91.6046779,5,1.5,8.5,1.5,10
501839,461100000310X,Browns River 31.0,44.52416992,-72.8527832,2007.033,SHG,KN,58,VT07,5.5944,1400,49.3,1,2.5,0.05,0.08,7.93,17.6,4.14,35.6,25,0.44,0.153635779,1.51222643,2.48139,0,0,97.1005141,97.518611,0,0,98.487779,97.518611,5,1,5,2,2.5
501250,033100000001X,West River Trib 31 0.1,43.12667084,-72.80052185,2008.068,SHG,KN,58,VT11,7.956,945,41.3,5.4,7.08,0.14,0.025,6.24,5.4,3.08,82,242,1.38,0.580656109,5.0226242,3.98293,0.8144796,0.284495,92.31554207,82.6458,1.60633485,13.0867675,94.16289359,95.7325675,5,1,8,2,2.5
501254,033500000081X,Winhall River 8.1,43.14002991,-72.9338913,2014.098,MHG,KN,58,VT11,43.4691,1470,18.09230769,1.120769231,12.29384615,0.233076923,0.056181818,6.725384615,4.474615385,2.326076923,170.9723846,182.6601538,0.489307692,0.008716537,0.412016789,0.21621624,0,0,86.37964061,58.50810962,13.0996467,41.254055,99.5879764,99.78378624,3.923076923,2.615384615,11.46153846,2.153846154,15.73076923
501255,033501000081X,Cook Brook 8.1,43.22344971,-72.90783691,2003.11,SHG,KN,58,VT11,1.3338,1709,38.9,4.5,11,0.05,0.025,6.89,6.1,3.98,NA,50,0.7,0.726045884,5.0607288,8.0152674,0.2024291,0.7633588,94.2551813,87.78626,0.2699055,0,94.7368364,91.221375,5,4,14,1,15
501256,033501070019X,Eddy Brook 1.9,43.18664932,-72.87346649,2016.046,SHG,KN,58,VT11,5.7753,1397,48.53333333,5.183333333,17.96666667,0.246666667,0.036666667,6.953333333,10.33333333,2,95.67,979.5333333,0.976666667,0.471559919,4.22315693,3.0927834,0.06233443,0,77.7241544,39.764361,15.4121862,56.5537524,95.7145133,96.907215,4.333333333,1.666666667,14,2,10.83333333
515759,033505060020X,Bromley Mt Brook (Mill Brook Trib #6) 2.0,43.20433044,-72.93295288,2017.066,SHG,KN,58,VT11,0.4743,1718,707.4,142,14,0.19,0.09,7.92,124,3.08,24.55,206.202,0.6,1.821631879,14.421252,8.695652,0,0,84.250473,88.40579,1.13852,2.898551,85.5787526,91.304341,4,27,26,3,40
501262,033700000024X,Thompsonburg Brook 2.4,43.20777893,-72.77877045,2017.071,SHG,KN,58,VT11,10.9773,1567,200,45.5,46.1,0.27,0.07,7.24,17,2.96,51.675,359.911,0,0.762974502,6.5835861,13.5593224,1.721735,2.012712,82.03680959,48.728818,9.1251943,33.5805054,91.6946812,84.4279674,4,7,14,4,60
501268,033900000072X,Flood Brook 7.2,43.25775146,-72.90046692,2007.07,SHG,KN,58,VT11,4.9878,1630,24.53333333,1,8.433333333,0.123333333,0.063333333,6.783333333,5.566666667,3.833333333,61.66666667,33.33333333,0.243333333,0.123421148,2.85095614,1.3793101,0,0,96.51812939,98.62069,0.3247925,0,97.14904601,98.62069,3.666666667,1,14.66666667,1.666666667,14.16666667
502010,493000000017X,Ridley Brook 1.7,44.33539963,-72.83338928,2010.007,SHG,KN,58,VT08,25.3206,780,39.2,1,8.89,0.11,0.07,7.01,13.5,4.59,18,25,0.2,0.040767301,1.03078128,2.3249215,0,0,98.83551051,97.476613,0.06042511,0.1417635,98.96922091,97.67508192,4,2,14,2,5
505020,034000000089X,Utley Brook 8.9,43.2949295,-72.88015747,2017.073,MHG,KN,58,VT11,24.8643,1496,31,1,11.7,0.14,0.025,6.68,12,2.49,66.397,156.858,0.36,0.056213125,1.494914767,1.59141425,0,0,88.9881697,64.76683862,9.5124338,33.6417468,98.50507904,98.40858542,4,5,13,2,10
523031,034010000014X,Mount Tabor Brook 1.4,43.31533051,-72.87799835,2020.043,SHG,KN,58,VT11,7.236,1679,44.9,1,10.1,0.25,0.118,6.99,18,2.52,34,214,1,0.07039801,1.91542324,1.9099593,0,0,90.733825,70.395641,7.33830889,27.6944108,98.08457389,98.0900518,5,4,18,2,35
515755,034200000014X,Holden Hill Brook 1.4,43.28860855,-72.81761169,2017.075,SHG,KN,58,VT11,2.0214,1610,62,3.38,10.1,0.22,0.11,6.79,25,1.95,9.9,56.374,0.25,0.20569902,3.205699,1.6025638,1.157614,1.602564,88.120562,80.448725,6.67853919,16.3461556,95.63669269,96.7948806,4,0,7,4,50
515754,034600000018X,Burton Brook 1.8,43.31264114,-72.7691803,2017.078,SHG,KN,58,VT11,0.6714,1750,14.8,1,7.83,0.05,0.025,5.91,4,2.72,35.26,25,2.39,0,0,0,0,0,100.0000068,99.999999,0,0,99.999997,99.999999,3,5,11,3,15
501271,034700000012X,Greendale Brook 1.2,43.33050156,-72.79931641,2010.091,MHG,KN,58,VT11,18.9873,1465,49.2,1,6.812,0.102,0.043,7.384,18.84,4.28,47.25,92.3,0.276,0.091247409,2.68284612,6.2376888,0,0,91.77589194,70.1247538,5.47945144,23.5718975,97.31716255,93.76231118,3.4,2.2,14.2,2.2,10.5
501272,034705000004X,Jenny Coolidge Brook 0.4,43.33953094,-72.8138504,2008.037,SHG,KN,58,VT11,7.4556,1730,40.43333333,1,6.893333333,0.176666667,0.071666667,7.25,12.63333333,3.776666667,62.9,69,0.44,0.106470304,3.01786624,6.2256805,0,0,89.268879,64.785994,7.66537923,28.7937751,96.98213049,93.7743216,2.333333333,3.666666667,12,3,30
506346,040000000005X,Sacketts Brook 0.5,42.96889114,-72.51786804,2020.037,MHG,KN,59,VT13,41.1201,220,231.5,14.575,153,1.22,1.063,7.885,81,7.76,32,417,1.41,0.819540809,5.87449955,8.85909916,11.2280899,10.0830534,79.75395397,71.06222444,2.67460468,9.9373453,82.89741228,81.05785329,4,2.5,18.5,5.5,27.5
501280,050000000003X,East Putney Brook 0.3,42.9854393,-72.47115326,2012.071,MHG,KN,58,VT13,33.5304,290,161.8,13,2.5,0.05,NA,7.7,49.5,9.14,NA,NA,0.2,2.972972973,6.83379879,0,9.2978311,0,81.00259607,99.99999,2.5901869,0,83.8683749,99.99999,2,2,12,4,25
501286,060000000094X,Saxtons River 9.4,43.15217972,-72.5620575,2006.068,MHG,KN,58,VT11,111.2301,605,86.3,11.3,8.25,0.05,0.025,7.2,17.3,5.03,NA,25,0.58,0.277160589,3.288318491,8.50235542,2.873233133,3.974595202,91.4936679,78.085101,1.9581033,8.7823536,93.8384518,87.5230579,2,4,5,3,15
501288,060000000203X,Saxtons River 20.3,43.19968033,-72.68103027,2008.067,SHG,KN,58,VT11,10.5714,1575,79.6,11.6,6.68,0.14,0.025,6.7,13.2,3.79,32,300,0.88,0.368550996,4.852715607,9.9484156,1.328112,1.326455,89.6310913,73.028731,3.5841988,14.5173167,93.8191643,88.7251187,2,15,14,4,62.5
515757,060400000003X,Barnes Brook 0.3,43.1307106,-72.5213623,2017.082,SHG,KN,58,VT11,13.8735,525,213.7,11.8,12.5,0.14,0.09,7.69,75,4.48,9.9,130.872,0.29,0.390723321,5.176775428,9.62924862,5.338955,4.788877,88.1443879,77.96087,1.34933513,7.3635425,89.48427483,85.581879,3,13,19,3,60
502267,552006050006X,Dutton Brook 0.6,43.89572144,-73.04118347,2007.057,SHG,KN,58,VT03,10.9674,1446,89.7,1,7.75,0.23,0.09,7.64,36.3,5.21,16.4,228,0.41,0.069013622,2.60955197,2.977963,1.518136,1.429422,83.5003277,68.3144725,12.07123392,26.6825451,95.87231826,95.5926102,5,8,23,2,15
501289,060500000001X,Leach Brook 0.1,43.1395607,-72.53135681,2003.097,SHG,KN,58,VT11,4.4685,570,170.85,3.04,10.45,0.1,0.0425,7.855,73.7,5.955,113.684,290.677,0.745,0.209466264,3.54481389,10.1162793,10.13092,6.511628,82.84620423,74.5348842,3.4642497,8.837209,86.3242704,83.3720932,2.5,9,15,2.5,32.5
515815,060800000020X,Bull Creek 2.0,43.12556839,-72.56832886,2017.138,MHG,KN,58,VT11,23.1633,646,97.2,15.6,16,0.21,0.06,6.82,16,4.44,61.805,156.585,3.4,0.291020709,4.78299675,10.1387052,3.120022,4.590489,89.5789569,75.957724,1.923301,8.916777,92.0969826,85.2708022,3,5,9,6,30
523067,060900000002X,Weaver Brook 0.2,43.14990997,-72.55471802,2020.157,SHG,KN,58,VT11,8.6427,585,107.6,8.7,18,0.29,0.062,7,31.2,5.62,24,804,2.3,0.275122358,3.90503007,6.13614607,5.35249383,7.094919,85.91960349,62.4161055,4.21743169,23.7775684,90.74248573,86.7689376,5,10,18,5,10
515751,061600000002X,South Branch Saxtons River 0.2,43.16851044,-72.60662842,2017.062,MHG,KN,58,VT11,51.1407,881,71.6,9.08,10.8,0.11,0.025,6.95,15,3.7,9.9,76.406,0.35,0.096175844,1.49763317,5.21370146,2.162857,3.652622,93.5299417,78.2964487,2.5377048,12.1400385,96.3395072,91.1336682,3,1,14,2,15
515764,061604000016X,Howe Brook 1.6,43.15665054,-72.64317322,2017.067,SHG,KN,58,VT11,10.7838,1275,28.4,1,9.73,0.14,0.06,6.86,8,2.77,26.483,93.365,0,0.006426306,0.2754131,0.2155172,0.166917,0,96.46616019,86.9971277,2.37022248,10.9195402,99.55766648,99.7844839,4,1,17,3,10
515765,061605000001X,Willie Brook 0.1,43.13114166,-72.63800812,2017.068,SHG,KN,58,VT11,9.6786,1027,27.9,1,10.9,0.05,0.025,7.18,7,4.47,34.695,25,0,9.3e-05,0,0,0.139483,0.6044905,98.3176925,89.6373016,1.478519966,9.75820338,99.86051583,99.39550498,2,3,16,4,30
515768,061607000004X,Stiles Brook 0.4,43.12302017,-72.64454651,2017.069,SHG,KN,58,VT11,10.539,1130,26.8,1,10.3,0.05,0.025,7.05,7,3.95,24.881,25,0.9,0.067719898,2.09222913,4.27350407,0,0,95.623566,83.689454,2.2374034,11.253562,97.9077744,95.7264918,2,2,6,2,20
501294,070000000122X,Williams River 12.2,43.2572403,-72.5770874,2008.097,MHG,KN,58,VT11,204.8841,565,99.6,14.2,7.66,0.11,0.05,7.6,20.2,5.11,19,108,0.6,0.861571308,5.54230407,12.53891843,6.12697655,7.19407482,86.4093994,70.860461,1.47288144,8.2932354,88.33071944,80.2670094,5,2,13,2,15
501296,071100000004X,Skunk Hollow Brook 0.4,43.2350502,-72.54061127,2017.085,SHG,KN,58,VT11,8.2971,590,133.45,16.2,10.95,0.12,0.0475,7.58,33,5.79,34.285,59.63,0.8,0.442238855,5.91170403,17.478811,9.44788,6.355932,83.85451,72.3516922,0.71591276,3.2838984,84.64041336,76.1652516,4.5,2.5,11.5,4,32.5
523026,033000000043X,Cobb Brook 4.3,43.17617035,-72.74680328,2020.036,SHG,KN,58,VT11,3.0411,1902,26.8,1,8.6,0.25,0.129,7.25,6.5,3.89,54,25,NA,0.019532406,1.03580956,0.3875969,0,0,98.90887183,99.6124,0,0,98.964194,99.6124,5,1,25,2,35
515758,071300000007X,Hall Brook 0.7,43.23313904,-72.56169891,2017.088,MHG,KN,58,VT11,22.7286,674,95.5,13.5,11,0.13,0.06,7.05,21,3.87,9.9,64.365,0.8,0.197077691,3.738021737,10.21459215,2.957947,1.974249,89.91453654,67.5107276,3.17969457,20.1716775,93.30403737,87.8111605,3,7,20,5,45
515772,071600000100X,Middle Branch Williams River 10.0,43.23675156,-72.7264328,2017.089,SHG,KN,58,VT11,9.9234,1375,234.3,53.5,7.54,0.18,0.1,7.29,21,3.7,9.9,154.133,1,0.751677852,5.9223656,12.3491846,3.428261,1.419446,88.17868277,77.5727461,1.90458878,8.37473332,90.64936848,86.23136872,1,7,13,4,60
501266,034010000019X,Mount Tabor Brook 1.9,43.32164001,-72.87937164,2003.032,SHG,KN,58,VT11,6.624,1685,30,4.7,12,0.25,NA,6.64,8.2,NA,NA,NA,NA,0.058016304,1.73913087,1.1695906,0,0,92.7250493,75.292395,5.516304,23.5380095,98.260866,98.8304045,5,5,25,1,15
515763,071602070004X,South Branch Williams River Trib #7 0.4,43.23986053,-72.66285706,2017.07,SHG,KN,58,VT11,1.1286,1376,35.7,1,36.1,0.42,0.1,7.12,14,1.48,114.813,432.874,5.1,0.127591707,3.987241,5.590062,1.674641,3.726708,89.36,70.807454,3.11004752,16.14907,94.33812652,90.683232,5,1,1,3,20
501298,071605000044X,Andover Branch 4.4,43.28419113,-72.71209717,2017.074,SHG,KN,58,VT11,7.6122,1220,62.1,3.655,12.3,0.17,0.13,6.72,20.85,4.13,9.9,115.324,1.045,0.445469855,4.75289618,9.5959595,6.644597,2.946128,87.23303241,82.49158,0.650272,4.882155,88.602503,87.45791009,3.5,6,16.5,3.5,20
515771,071605010004X,Potash Brook 0.4,43.2762413,-72.66976166,2017.087,SHG,KN,58,VT11,9.099,1042,77.8,2.28,9.97,0.05,0.025,7.16,28,6.45,9.9,25,0.6,0.297626113,5.1236395,14.368372,8.50643,8.196721,85.9248322,77.242039,0,0,86.3699253,77.434903,1,10,26,5,60
522682,073100000007X,Chase Brook 0.7,43.32690811,-72.65753174,2019.108,SHG,KN,58,VT11,5.8401,1251,52.5,1,7,0.05,0.133,6.81,14,8.954,9.9,25,0.2,0.100169518,2.57358609,2.782931354,0.8321775,0,95.11405507,87.56957328,0.18492829,1.113172542,96.59422879,97.21706865,2,1,9,3,20
501300,073102000001X,Chase Brook Trib 2 0.1,43.32217026,-72.65936279,2008.095,SHG,KN,58,VT11,1.5768,1300,25.5,1,2.5,0.05,0.025,5.45,2.8,6.18,35,25,0.2,0,0,0,0,0,100.000006,99.9999987,0,0,100.000001,99.9999987,3,5,8,2,37.5
501302,080000000024X,Black River 2.4,43.27674103,-72.46360016,2007.062,WWMG,KN,58,VT10,515.6955,315,234.9,36.4,42.93333333,0.563333333,0.39,8.056666667,48.33333333,6.912,27.71,195.4666667,1.076666667,1.574043154,7.7363686,11.2483656,6.21488833,6.13156929,82.0483953,66.60226,3.4658241,15.319164,86.0487331,82.620056,4,1.666666667,10.66666667,3,27.5
501309,080000000253X,Black River 25.3,43.38729095,-72.67346191,2014.039,MHG,KN,58,VT10,196.3386,1058,198.775,32.685,18.635,0.3975,0.325,8.0825,36.525,5.80675,17.4,90.165,0.8775,1.247664494,6.90613116,9.46654239,3.112022227,2.322502,85.0280713,71.1149169,4.2612099,16.4561134,89.9818479,88.2109597,4.5,0.5,4,2.75,18.75
523054,134600000002X,Tweed River 0.2,43.77597046,-72.75666046,2020.126,MHG,KN,58,VT09,131.6718,724,110.6,10.8,2.5,0.23,0.196,7.43,31.5,4.94,9.9,25,NA,0.235239436,3.174939645,5.232022,1.567306106,1.75937326,93.749839,86.71634756,1.23853388,5.5470186,95.25775616,93.00860276,5,0,5,3,20
501313,080500000001X,Seavers Brook 0.1,43.27882004,-72.46813965,2019.061,SHG,KN,58,VT10,16.2063,334,274.3,40.1,8,0.21,0.146,8.26,65.5,6.002,9.9,25,0.2,0.887154995,5.64225009,11.10425642,9.329705,6.600863,82.4969548,65.9469483,2.254679,16.0394863,85.0280453,82.2948862,3,13,21,5,45
508521,080700000002X,Mile Brook 0.2,43.29949188,-72.48091888,2019.062,SHG,KN,58,VT10,6.2973,789,383.65,58.2,18.05,0.42,0.414,8.06,95.5,8.314,17.4,25,0.335,3.115478062,13.92025236,25.6637125,21.9665525,14.91783,62.90415,56.384318,0.34300414,2.7812896,64.11318924,59.4184521,3.5,21,24.5,3.5,50
501441,135408000001X,Chittenden Brook 0.1,43.8519516,-72.89823914,2005.1,SHG,KN,58,VT09,16.3188,1200,36.73333333,0.76,3.5,0.15,0.113333333,7.28,10.83333333,4.68,30.3,33.33333333,0.17,0.02177729,1.41738333,6.1720288,0,0,98.267486,92.7774166,0.09927201,1.050558,98.58262351,93.8279746,2.666666667,2,9.666666667,2,15
521438,080900000003X,Chester Brook 0.3,43.29987717,-72.49521637,2018.108,SHG,KN,58,VT10,11.1996,485,190.3,35.6,27.5,0.49,0.18,7.03,29,3.94,68.41,391.121,2.22,2.659353906,9.46641001,29.514321,8.622630001,9.464508,78.1531393,46.824407,3.34297702,13.823164,81.91096502,61.02117,2,12,9,3,30
509725,080904000002X,Chester Brook Trib #4 0.2,43.28841782,-72.5236969,2014.04,SHG,KN,58,VT10,1.5651,853,35.7,1,9.5,0.05,0.025,7.305,11.1,4.195,24.9,25,0.765,0.192064405,3.9677976,1.923077,1.610121,0,94.13793,98.076921,0,0,94.4220737,98.076921,4,6.5,17,2,12.5
505033,081200000005X,Spoonerville Brook 0.5,43.3281517,-72.52554321,2012.062,SHG,KN,58,VT10,13.4595,513,107,10.6,20.7,0.39,NA,7.56,26,6.55,50,596,1.4,1.796255433,9.1340696,11.0084037,8.51889,6.302521,76.15194524,54.87396,5.6302238,27.1428571,82.3470455,82.689086,4,0,17,3,20
522663,081500000026X,North Branch Black River 2.6,43.40103912,-72.50846863,2019.068,MHG,KN,58,VT10,71.5653,575,213.2,18.7,6,0.2,0.133,7.91,69,5.377,9.9,130,0.54,0.542236251,4.367619888,8.996539792,6.876516593,10.02178649,84.7732819,63.86005383,3.5350927,16.23734461,88.7558637,80.98167372,2,14,7,4,30
